----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Normalized Fission Neutrons Density
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
cycle   bin 1      bin 2      bin 3      bin 4      bin 5      bin 6      bin 7      bin 8      bin 9      bin 10     max_rel_change 
33      5.28e-02   1.09e-01   1.56e-01   1.70e-01   1.68e-01   1.12e-01   9.03e-02   6.77e-02   4.81e-02   2.66e-02   7.13e-02            
34      5.45e-02   1.13e-01   1.53e-01   1.68e-01   1.61e-01   1.06e-01   9.29e-02   7.55e-02   5.14e-02   2.58e-02   1.15e-01            
35      5.51e-02   1.15e-01   1.58e-01   1.70e-01   1.50e-01   1.14e-01   9.20e-02   7.34e-02   4.91e-02   2.32e-02   1.01e-01            
36      5.95e-02   1.17e-01   1.61e-01   1.67e-01   1.57e-01   1.08e-01   9.08e-02   6.86e-02   4.84e-02   2.26e-02   7.99e-02            
37      5.05e-02   1.08e-01   1.55e-01   1.69e-01   1.70e-01   1.11e-01   9.37e-02   6.99e-02   5.19e-02   2.18e-02   1.51e-01            
38      5.57e-02   1.15e-01   1.60e-01   1.73e-01   1.52e-01   1.05e-01   9.24e-02   6.78e-02   5.46e-02   2.46e-02   1.28e-01            
39      4.38e-02   9.74e-02   1.55e-01   1.82e-01   1.67e-01   1.08e-01   1.00e-01   7.76e-02   4.35e-02   2.53e-02   2.14e-01            
40      4.84e-02   1.09e-01   1.53e-01   1.71e-01   1.58e-01   1.16e-01   9.52e-02   7.85e-02   4.36e-02   2.71e-02   1.23e-01            
41      5.02e-02   1.02e-01   1.46e-01   1.70e-01   1.69e-01   1.20e-01   9.73e-02   7.38e-02   4.67e-02   2.55e-02   7.11e-02            
42      5.68e-02   1.09e-01   1.63e-01   1.80e-01   1.66e-01   1.07e-01   8.49e-02   6.40e-02   4.43e-02   2.43e-02   1.33e-01            
43      5.85e-02   1.17e-01   1.62e-01   1.75e-01   1.64e-01   1.02e-01   8.88e-02   6.53e-02   4.44e-02   2.27e-02   7.31e-02            
44      5.80e-02   1.16e-01   1.58e-01   1.71e-01   1.70e-01   1.05e-01   8.60e-02   6.85e-02   4.37e-02   2.38e-02   4.90e-02            
45      6.24e-02   1.20e-01   1.63e-01   1.83e-01   1.45e-01   9.70e-02   8.92e-02   7.13e-02   4.82e-02   2.18e-02   1.49e-01            
46      4.36e-02   1.07e-01   1.64e-01   1.89e-01   1.60e-01   1.08e-01   8.91e-02   7.28e-02   4.26e-02   2.30e-02   3.01e-01            
47      4.76e-02   1.14e-01   1.68e-01   1.74e-01   1.58e-01   1.09e-01   9.08e-02   7.11e-02   4.51e-02   2.29e-02   9.17e-02            
48      4.59e-02   1.08e-01   1.54e-01   1.72e-01   1.72e-01   1.15e-01   8.99e-02   6.83e-02   5.05e-02   2.36e-02   1.20e-01            
49      4.94e-02   1.07e-01   1.53e-01   1.77e-01   1.75e-01   1.14e-01   9.48e-02   7.02e-02   4.16e-02   1.75e-02   2.58e-01            
50      5.41e-02   1.11e-01   1.58e-01   1.79e-01   1.72e-01   1.10e-01   9.08e-02   6.43e-02   4.17e-02   1.91e-02   9.51e-02            
51      5.47e-02   1.20e-01   1.61e-01   1.77e-01   1.63e-01   1.08e-01   8.91e-02   6.65e-02   4.14e-02   1.95e-02   7.84e-02            
52      5.72e-02   1.14e-01   1.60e-01   1.77e-01   1.66e-01   1.13e-01   8.35e-02   6.81e-02   4.03e-02   2.10e-02   7.69e-02            
53      6.18e-02   1.23e-01   1.69e-01   1.79e-01   1.46e-01   1.02e-01   8.77e-02   6.67e-02   4.23e-02   2.25e-02   1.17e-01            
54      5.12e-02   1.18e-01   1.75e-01   1.89e-01   1.59e-01   1.09e-01   8.47e-02   6.32e-02   3.65e-02   1.55e-02   3.11e-01            
55      4.90e-02   1.27e-01   1.76e-01   1.87e-01   1.60e-01   9.51e-02   8.23e-02   6.64e-02   3.90e-02   1.76e-02   1.35e-01            
56      5.02e-02   1.28e-01   1.65e-01   1.82e-01   1.60e-01   1.04e-01   8.69e-02   6.81e-02   4.00e-02   1.76e-02   8.94e-02            
57      4.99e-02   1.07e-01   1.63e-01   1.90e-01   1.70e-01   1.09e-01   8.88e-02   6.20e-02   4.33e-02   1.70e-02   1.62e-01            
58      5.31e-02   1.13e-01   1.56e-01   1.76e-01   1.68e-01   1.12e-01   9.45e-02   6.50e-02   4.08e-02   2.18e-02   2.82e-01            
59      5.21e-02   1.18e-01   1.60e-01   1.82e-01   1.71e-01   1.07e-01   7.83e-02   6.43e-02   4.70e-02   1.87e-02   1.71e-01            
60      5.80e-02   1.20e-01   1.53e-01   1.78e-01   1.64e-01   1.09e-01   8.70e-02   6.44e-02   4.78e-02   1.91e-02   1.13e-01            
61      5.62e-02   1.12e-01   1.64e-01   1.90e-01   1.71e-01   1.11e-01   8.18e-02   5.94e-02   3.79e-02   1.60e-02   2.07e-01            
62      6.21e-02   1.21e-01   1.76e-01   1.72e-01   1.59e-01   1.05e-01   8.46e-02   6.27e-02   3.80e-02   1.93e-02   2.06e-01            
63      6.43e-02   1.31e-01   1.76e-01   1.89e-01   1.57e-01   1.01e-01   7.85e-02   5.39e-02   3.23e-02   1.74e-02   1.50e-01            
64      4.39e-02   1.13e-01   1.77e-01   2.02e-01   1.67e-01   1.04e-01   8.34e-02   5.92e-02   3.64e-02   1.46e-02   3.17e-01            
65      5.28e-02   1.19e-01   1.73e-01   1.87e-01   1.64e-01   1.03e-01   8.38e-02   6.13e-02   3.92e-02   1.69e-02   2.03e-01            
66      5.82e-02   1.22e-01   1.67e-01   1.86e-01   1.63e-01   1.05e-01   8.38e-02   5.97e-02   3.89e-02   1.67e-02   1.02e-01            
67      4.66e-02   1.05e-01   1.61e-01   1.88e-01   1.79e-01   1.13e-01   8.48e-02   6.23e-02   4.29e-02   1.77e-02   1.99e-01            
68      5.00e-02   1.08e-01   1.56e-01   1.95e-01   1.80e-01   1.11e-01   8.74e-02   6.01e-02   3.38e-02   1.83e-02   2.12e-01            
69      5.77e-02   1.18e-01   1.68e-01   1.95e-01   1.72e-01   1.02e-01   7.56e-02   5.68e-02   3.75e-02   1.89e-02   1.54e-01            
70      5.28e-02   1.13e-01   1.54e-01   1.84e-01   1.84e-01   1.11e-01   8.22e-02   6.20e-02   3.94e-02   1.80e-02   9.15e-02            
71      5.83e-02   1.22e-01   1.62e-01   1.88e-01   1.67e-01   1.07e-01   7.79e-02   6.01e-02   4.01e-02   1.72e-02   1.04e-01            
72      5.42e-02   1.17e-01   1.65e-01   1.98e-01   1.70e-01   1.08e-01   8.29e-02   5.62e-02   3.40e-02   1.50e-02   1.52e-01            
73      5.89e-02   1.25e-01   1.77e-01   1.79e-01   1.55e-01   1.06e-01   8.49e-02   6.07e-02   3.68e-02   1.72e-02   1.47e-01            
74      6.43e-02   1.26e-01   1.71e-01   1.86e-01   1.58e-01   1.08e-01   8.23e-02   5.53e-02   3.50e-02   1.49e-02   1.34e-01            
75      4.91e-02   1.24e-01   1.79e-01   1.89e-01   1.70e-01   1.06e-01   8.29e-02   5.26e-02   3.20e-02   1.55e-02   2.36e-01            
76      5.38e-02   1.29e-01   1.88e-01   1.88e-01   1.56e-01   9.50e-02   8.67e-02   5.42e-02   3.48e-02   1.41e-02   1.08e-01            
77      5.20e-02   1.23e-01   1.78e-01   2.01e-01   1.65e-01   1.02e-01   8.71e-02   5.28e-02   2.85e-02   1.07e-02   2.41e-01            
78      5.91e-02   1.19e-01   1.75e-01   1.86e-01   1.69e-01   1.07e-01   8.51e-02   5.37e-02   3.23e-02   1.32e-02   2.34e-01            
79      5.21e-02   1.14e-01   1.69e-01   1.94e-01   1.73e-01   1.14e-01   7.66e-02   5.55e-02   3.56e-02   1.55e-02   1.74e-01            
80      5.64e-02   1.17e-01   1.68e-01   1.97e-01   1.78e-01   1.07e-01   8.07e-02   5.45e-02   2.83e-02   1.28e-02   2.05e-01            
81      6.11e-02   1.24e-01   1.73e-01   1.95e-01   1.62e-01   1.03e-01   8.22e-02   5.48e-02   3.11e-02   1.31e-02   9.89e-02            
82      5.59e-02   1.12e-01   1.69e-01   1.91e-01   1.70e-01   1.10e-01   8.22e-02   6.08e-02   3.30e-02   1.58e-02   2.06e-01            
83      5.62e-02   1.11e-01   1.52e-01   1.90e-01   1.83e-01   1.08e-01   8.67e-02   6.17e-02   3.37e-02   1.71e-02   9.98e-02            
84      5.37e-02   1.12e-01   1.66e-01   2.02e-01   1.77e-01   1.13e-01   8.10e-02   5.41e-02   2.86e-02   1.36e-02   2.05e-01            
85      5.48e-02   1.24e-01   1.64e-01   1.82e-01   1.75e-01   1.14e-01   8.25e-02   5.79e-02   3.01e-02   1.49e-02   1.08e-01            
86      5.83e-02   1.28e-01   1.67e-01   1.84e-01   1.62e-01   1.12e-01   8.79e-02   5.42e-02   3.33e-02   1.23e-02   1.74e-01            
87      5.99e-02   1.29e-01   1.69e-01   1.87e-01   1.62e-01   1.05e-01   8.13e-02   5.58e-02   3.77e-02   1.25e-02   1.32e-01            
88      5.80e-02   1.30e-01   1.81e-01   1.92e-01   1.72e-01   1.07e-01   7.28e-02   4.76e-02   2.56e-02   1.39e-02   3.21e-01            
89      4.99e-02   1.22e-01   1.78e-01   2.02e-01   1.72e-01   1.07e-01   7.58e-02   5.15e-02   2.94e-02   1.28e-02   1.48e-01            
90      6.07e-02   1.25e-01   1.77e-01   1.94e-01   1.60e-01   1.04e-01   8.21e-02   5.09e-02   3.06e-02   1.53e-02   2.16e-01            
91      6.36e-02   1.23e-01   1.77e-01   1.94e-01   1.61e-01   1.05e-01   7.91e-02   5.26e-02   3.06e-02   1.47e-02   4.78e-02            
92      5.29e-02   1.16e-01   1.81e-01   1.91e-01   1.75e-01   1.04e-01   8.22e-02   5.38e-02   3.13e-02   1.25e-02   1.68e-01            
93      5.82e-02   1.27e-01   1.70e-01   1.95e-01   1.80e-01   1.08e-01   7.77e-02   5.06e-02   2.41e-02   1.01e-02   2.30e-01            
94      6.09e-02   1.26e-01   1.68e-01   1.95e-01   1.77e-01   1.07e-01   7.79e-02   5.15e-02   2.65e-02   1.20e-02   1.88e-01            
95      6.46e-02   1.31e-01   1.69e-01   1.85e-01   1.66e-01   1.09e-01   7.93e-02   5.37e-02   2.91e-02   1.30e-02   9.81e-02            
96      5.53e-02   1.29e-01   1.69e-01   1.97e-01   1.74e-01   1.07e-01   7.37e-02   5.11e-02   3.08e-02   1.25e-02   1.44e-01            
97      5.20e-02   9.85e-02   1.60e-01   1.99e-01   1.90e-01   1.18e-01   8.04e-02   5.54e-02   3.27e-02   1.50e-02   2.38e-01            
98      5.89e-02   1.08e-01   1.72e-01   1.95e-01   1.64e-01   1.13e-01   8.36e-02   5.46e-02   3.65e-02   1.48e-02   1.33e-01            
99      5.12e-02   1.11e-01   1.73e-01   1.97e-01   1.77e-01   1.17e-01   7.66e-02   5.93e-02   2.47e-02   1.30e-02   3.23e-01            
100     5.77e-02   1.22e-01   1.69e-01   1.85e-01   1.73e-01   1.13e-01   8.11e-02   5.75e-02   2.95e-02   1.19e-02   1.94e-01            
101     6.34e-02   1.29e-01   1.71e-01   1.88e-01   1.62e-01   1.08e-01   8.01e-02   5.41e-02   3.18e-02   1.27e-02   9.88e-02            
102     6.31e-02   1.27e-01   1.68e-01   1.90e-01   1.69e-01   1.01e-01   7.92e-02   5.78e-02   3.30e-02   1.26e-02   6.84e-02            
103     6.42e-02   1.28e-01   1.83e-01   1.93e-01   1.67e-01   1.07e-01   7.74e-02   4.79e-02   2.21e-02   1.06e-02   3.30e-01            
104     5.01e-02   1.24e-01   1.67e-01   2.01e-01   1.69e-01   1.16e-01   8.05e-02   5.28e-02   2.61e-02   1.32e-02   2.45e-01            
105     5.60e-02   1.35e-01   1.89e-01   2.10e-01   1.81e-01   9.47e-02   6.64e-02   3.93e-02   2.14e-02   7.90e-03   4.02e-01            
106     5.50e-02   1.23e-01   1.88e-01   2.16e-01   1.79e-01   1.01e-01   6.68e-02   4.15e-02   2.05e-02   8.80e-03   1.14e-01            
107     6.34e-02   1.30e-01   1.79e-01   1.94e-01   1.71e-01   1.03e-01   7.89e-02   4.75e-02   2.45e-02   9.80e-03   1.95e-01            
108     5.43e-02   1.25e-01   1.80e-01   2.00e-01   1.71e-01   1.07e-01   7.69e-02   5.27e-02   2.38e-02   9.70e-03   1.44e-01            
109     5.05e-02   1.14e-01   1.59e-01   2.03e-01   1.83e-01   1.13e-01   8.29e-02   5.63e-02   2.75e-02   1.03e-02   1.55e-01            
110     6.18e-02   1.27e-01   1.83e-01   2.18e-01   1.82e-01   1.00e-01   6.30e-02   3.70e-02   1.87e-02   8.70e-03   3.43e-01            
111     4.87e-02   1.12e-01   1.68e-01   2.00e-01   2.01e-01   1.20e-01   7.17e-02   4.42e-02   2.37e-02   1.12e-02   2.87e-01            
112     5.72e-02   1.23e-01   1.94e-01   2.12e-01   1.95e-01   1.08e-01   6.38e-02   3.09e-02   1.34e-02   3.60e-03   6.79e-01            
113     6.13e-02   1.35e-01   1.82e-01   1.95e-01   1.77e-01   1.13e-01   7.49e-02   4.14e-02   1.62e-02   4.80e-03   3.40e-01            
114     5.32e-02   1.10e-01   1.76e-01   2.04e-01   1.84e-01   1.22e-01   8.06e-02   4.17e-02   1.92e-02   7.10e-03   4.79e-01            
115     5.26e-02   1.21e-01   1.80e-01   2.00e-01   1.74e-01   1.11e-01   7.94e-02   4.69e-02   2.39e-02   1.04e-02   4.65e-01            
116     4.86e-02   1.06e-01   1.76e-01   2.06e-01   1.86e-01   1.14e-01   7.70e-02   5.16e-02   2.43e-02   1.00e-02   1.28e-01            
117     5.48e-02   1.26e-01   1.78e-01   1.85e-01   1.59e-01   1.12e-01   8.82e-02   5.64e-02   2.92e-02   1.12e-02   2.02e-01            
118     5.50e-02   1.19e-01   1.72e-01   1.86e-01   1.70e-01   1.15e-01   8.29e-02   5.56e-02   3.20e-02   1.27e-02   1.34e-01            
119     5.37e-02   1.25e-01   1.77e-01   1.92e-01   1.76e-01   1.08e-01   7.42e-02   5.26e-02   2.76e-02   1.45e-02   1.42e-01            
120     5.80e-02   1.30e-01   1.71e-01   1.93e-01   1.73e-01   1.08e-01   7.93e-02   5.44e-02   2.43e-02   8.70e-03   4.00e-01            
121     6.48e-02   1.30e-01   1.77e-01   1.94e-01   1.74e-01   1.05e-01   7.05e-02   5.16e-02   2.41e-02   9.30e-03   1.17e-01            
122     5.99e-02   1.27e-01   1.74e-01   1.96e-01   1.73e-01   1.06e-01   7.42e-02   5.14e-02   2.88e-02   1.01e-02   1.95e-01            
123     6.62e-02   1.35e-01   1.85e-01   2.00e-01   1.83e-01   9.55e-02   6.25e-02   4.17e-02   2.28e-02   8.50e-03   2.08e-01            
124     5.58e-02   1.25e-01   1.82e-01   2.00e-01   1.88e-01   1.02e-01   6.73e-02   4.38e-02   2.58e-02   1.00e-02   1.76e-01            
125     6.10e-02   1.31e-01   1.88e-01   2.05e-01   1.68e-01   9.04e-02   7.14e-02   4.89e-02   2.49e-02   1.16e-02   1.60e-01            
126     6.15e-02   1.40e-01   1.92e-01   2.01e-01   1.75e-01   9.55e-02   6.70e-02   4.19e-02   1.84e-02   7.50e-03   3.53e-01            
127     5.47e-02   1.23e-01   1.87e-01   2.09e-01   1.78e-01   1.02e-01   6.90e-02   4.66e-02   1.96e-02   1.08e-02   4.40e-01            
128     5.99e-02   1.29e-01   1.88e-01   2.21e-01   1.79e-01   1.02e-01   6.64e-02   3.56e-02   1.51e-02   4.20e-03   6.11e-01            
129     5.32e-02   1.16e-01   1.77e-01   2.14e-01   1.95e-01   1.07e-01   7.43e-02   3.90e-02   1.78e-02   5.60e-03   3.33e-01            
130     5.41e-02   1.24e-01   1.78e-01   2.00e-01   1.88e-01   1.10e-01   7.40e-02   4.44e-02   2.12e-02   6.50e-03   1.91e-01            
131     5.93e-02   1.33e-01   1.82e-01   2.11e-01   1.88e-01   1.08e-01   6.32e-02   3.42e-02   1.55e-02   5.60e-03   2.69e-01            
132     6.34e-02   1.31e-01   1.86e-01   2.00e-01   1.82e-01   1.10e-01   6.86e-02   3.57e-02   1.83e-02   5.30e-03   1.81e-01            
133     4.85e-02   1.11e-01   1.74e-01   2.08e-01   2.01e-01   1.15e-01   7.21e-02   4.15e-02   2.14e-02   6.40e-03   2.35e-01            
134     5.56e-02   1.33e-01   1.90e-01   2.07e-01   1.57e-01   9.95e-02   7.68e-02   4.72e-02   2.47e-02   8.90e-03   3.91e-01            
135     3.84e-02   1.04e-01   1.74e-01   2.20e-01   1.78e-01   1.08e-01   8.55e-02   5.62e-02   2.52e-02   1.10e-02   3.09e-01            
136     4.57e-02   1.18e-01   1.76e-01   1.94e-01   1.79e-01   1.11e-01   8.54e-02   5.03e-02   2.82e-02   1.25e-02   1.90e-01            
137     4.94e-02   1.10e-01   1.87e-01   2.03e-01   1.82e-01   1.18e-01   7.73e-02   4.84e-02   1.86e-02   6.40e-03   4.88e-01            
138     5.86e-02   1.24e-01   1.95e-01   1.90e-01   1.55e-01   1.06e-01   8.53e-02   5.36e-02   2.50e-02   8.90e-03   3.91e-01            
139     5.10e-02   1.20e-01   1.80e-01   1.95e-01   1.66e-01   1.09e-01   8.35e-02   5.38e-02   2.99e-02   1.08e-02   2.13e-01            
140     5.36e-02   1.24e-01   1.75e-01   1.99e-01   1.71e-01   1.08e-01   8.07e-02   5.30e-02   2.65e-02   8.80e-03   1.85e-01            
141     5.97e-02   1.28e-01   1.77e-01   1.98e-01   1.77e-01   1.11e-01   6.77e-02   4.55e-02   2.55e-02   9.50e-03   1.61e-01            
142     5.37e-02   1.16e-01   1.63e-01   1.98e-01   1.90e-01   1.17e-01   7.39e-02   4.80e-02   2.99e-02   1.18e-02   2.42e-01            
143     5.94e-02   1.30e-01   1.92e-01   2.21e-01   1.93e-01   9.62e-02   5.51e-02   3.62e-02   1.38e-02   3.50e-03   7.03e-01            
144     6.56e-02   1.42e-01   1.81e-01   2.03e-01   1.82e-01   1.02e-01   6.27e-02   3.69e-02   1.96e-02   5.40e-03   5.43e-01            
145     5.21e-02   1.19e-01   1.85e-01   2.19e-01   1.90e-01   1.05e-01   6.74e-02   4.04e-02   1.69e-02   6.00e-03   2.06e-01            
146     5.87e-02   1.30e-01   1.95e-01   2.12e-01   1.63e-01   9.58e-02   7.19e-02   4.42e-02   2.23e-02   6.80e-03   3.20e-01            
147     6.17e-02   1.39e-01   1.90e-01   2.04e-01   1.75e-01   9.84e-02   6.34e-02   4.05e-02   2.10e-02   6.80e-03   1.18e-01            
148     5.96e-02   1.30e-01   1.91e-01   2.11e-01   1.63e-01   1.02e-01   6.73e-02   4.22e-02   2.40e-02   9.50e-03   3.97e-01            
149     5.74e-02   1.16e-01   1.79e-01   2.21e-01   1.79e-01   1.07e-01   7.33e-02   4.23e-02   1.96e-02   4.90e-03   4.84e-01            
150     6.93e-02   1.33e-01   2.00e-01   2.32e-01   1.76e-01   8.68e-02   5.44e-02   2.97e-02   1.53e-02   4.40e-03   2.98e-01            
151     4.73e-02   1.09e-01   1.87e-01   2.25e-01   2.00e-01   1.09e-01   6.42e-02   3.41e-02   1.86e-02   5.30e-03   3.17e-01            
152     5.05e-02   1.21e-01   1.88e-01   2.27e-01   1.97e-01   1.06e-01   6.42e-02   3.21e-02   1.13e-02   2.80e-03   4.72e-01            
153     5.49e-02   1.27e-01   1.76e-01   2.18e-01   1.91e-01   1.13e-01   6.76e-02   3.34e-02   1.63e-02   3.00e-03   4.42e-01            
154     5.74e-02   1.36e-01   1.85e-01   2.04e-01   1.74e-01   1.15e-01   6.89e-02   3.89e-02   1.73e-02   4.40e-03   4.67e-01            
155     4.15e-02   1.01e-01   1.69e-01   2.15e-01   2.00e-01   1.20e-01   8.09e-02   4.44e-02   2.15e-02   6.20e-03   4.09e-01            
156     5.45e-02   1.28e-01   2.03e-01   2.26e-01   1.73e-01   8.30e-02   5.93e-02   4.18e-02   2.30e-02   8.60e-03   3.87e-01            
157     3.01e-02   1.08e-01   1.89e-01   2.40e-01   1.97e-01   9.82e-02   7.01e-02   4.29e-02   1.85e-02   5.60e-03   4.48e-01            
158     4.16e-02   1.17e-01   1.83e-01   2.21e-01   1.83e-01   1.05e-01   7.26e-02   4.28e-02   2.57e-02   7.70e-03   3.89e-01            
159     4.98e-02   1.20e-01   1.74e-01   1.98e-01   1.85e-01   1.12e-01   7.71e-02   4.73e-02   2.69e-02   1.03e-02   3.38e-01            
160     5.07e-02   1.09e-01   1.76e-01   2.04e-01   1.86e-01   1.14e-01   8.20e-02   4.82e-02   2.15e-02   8.70e-03   2.01e-01            
161     5.62e-02   1.20e-01   1.88e-01   1.96e-01   1.71e-01   1.07e-01   8.06e-02   4.91e-02   2.44e-02   7.90e-03   1.35e-01            
162     5.84e-02   1.19e-01   1.86e-01   1.93e-01   1.67e-01   1.09e-01   7.98e-02   5.19e-02   2.72e-02   8.30e-03   1.15e-01            
163     6.13e-02   1.23e-01   1.86e-01   1.94e-01   1.71e-01   1.05e-01   7.47e-02   5.19e-02   2.30e-02   9.00e-03   1.54e-01            
164     6.65e-02   1.30e-01   1.86e-01   2.03e-01   1.82e-01   1.08e-01   6.70e-02   3.36e-02   1.76e-02   5.70e-03   3.67e-01            
165     5.28e-02   1.16e-01   1.58e-01   2.11e-01   1.92e-01   1.19e-01   7.65e-02   4.34e-02   2.14e-02   8.90e-03   5.61e-01            
166     5.96e-02   1.23e-01   1.77e-01   2.12e-01   1.91e-01   1.09e-01   6.49e-02   4.01e-02   1.73e-02   5.90e-03   3.37e-01            
167     5.98e-02   1.24e-01   1.88e-01   2.11e-01   2.01e-01   1.05e-01   5.91e-02   3.09e-02   1.63e-02   3.80e-03   3.56e-01            
168     6.60e-02   1.37e-01   1.85e-01   1.91e-01   1.76e-01   1.16e-01   6.50e-02   3.85e-02   1.90e-02   5.70e-03   5.00e-01            
