----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Normalized Fission Neutrons Density
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
cycle   bin 1      bin 2      bin 3      bin 4      bin 5      bin 6      bin 7      bin 8      bin 9      bin 10     bin 11     bin 12     bin 13     bin 14     bin 15     bin 16     bin 17     bin 18     bin 19     bin 20     max_rel_change 
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1       4.96e-02   4.94e-02   5.11e-02   4.96e-02   5.11e-02   4.91e-02   4.97e-02   5.00e-02   4.94e-02   4.95e-02   5.04e-02   4.95e-02   4.99e-02   4.98e-02   4.97e-02   5.10e-02   5.03e-02   5.03e-02   5.06e-02   5.00e-02   0.00e+00            
2       3.83e-02   4.87e-02   5.09e-02   5.39e-02   5.41e-02   5.17e-02   5.28e-02   5.42e-02   5.33e-02   5.66e-02   4.87e-02   5.03e-02   5.09e-02   5.05e-02   5.12e-02   5.04e-02   5.14e-02   4.90e-02   4.71e-02   3.60e-02   2.80e-01            
3       3.24e-02   4.60e-02   5.33e-02   5.49e-02   5.62e-02   5.63e-02   5.54e-02   5.68e-02   5.67e-02   5.86e-02   4.98e-02   5.02e-02   5.17e-02   5.18e-02   5.03e-02   4.98e-02   5.09e-02   4.76e-02   4.19e-02   2.94e-02   1.83e-01            
4       2.91e-02   4.43e-02   5.18e-02   5.72e-02   5.69e-02   5.76e-02   5.93e-02   5.85e-02   6.02e-02   6.13e-02   5.09e-02   5.05e-02   5.14e-02   5.09e-02   5.14e-02   5.07e-02   4.96e-02   4.56e-02   3.87e-02   2.43e-02   1.73e-01            
5       2.76e-02   4.38e-02   5.23e-02   5.59e-02   5.82e-02   6.01e-02   6.17e-02   6.12e-02   6.31e-02   6.24e-02   5.10e-02   5.08e-02   5.17e-02   5.09e-02   5.13e-02   5.04e-02   4.83e-02   4.25e-02   3.45e-02   2.24e-02   1.10e-01            
6       2.69e-02   4.24e-02   5.28e-02   5.81e-02   5.96e-02   6.06e-02   6.19e-02   6.40e-02   6.48e-02   6.42e-02   5.10e-02   5.14e-02   5.17e-02   5.11e-02   5.05e-02   4.93e-02   4.60e-02   4.13e-02   3.26e-02   1.96e-02   1.26e-01            
7       2.50e-02   4.00e-02   5.32e-02   5.88e-02   5.89e-02   6.24e-02   6.43e-02   6.55e-02   6.69e-02   6.70e-02   5.27e-02   5.20e-02   5.16e-02   5.15e-02   4.99e-02   4.90e-02   4.42e-02   3.88e-02   3.00e-02   1.81e-02   7.94e-02            
8       2.40e-02   4.03e-02   5.30e-02   5.95e-02   6.14e-02   6.36e-02   6.73e-02   6.75e-02   6.91e-02   6.66e-02   5.13e-02   5.15e-02   5.15e-02   5.00e-02   5.02e-02   4.82e-02   4.41e-02   3.70e-02   2.72e-02   1.67e-02   9.36e-02            
9       2.31e-02   3.92e-02   5.27e-02   5.91e-02   6.15e-02   6.57e-02   6.67e-02   6.76e-02   6.97e-02   6.84e-02   5.34e-02   5.25e-02   5.06e-02   5.11e-02   5.05e-02   4.76e-02   4.20e-02   3.61e-02   2.69e-02   1.58e-02   5.22e-02            
10      2.26e-02   3.91e-02   5.29e-02   6.06e-02   6.49e-02   6.63e-02   6.80e-02   7.01e-02   7.06e-02   6.82e-02   5.27e-02   5.20e-02   4.99e-02   5.15e-02   4.74e-02   4.57e-02   4.13e-02   3.48e-02   2.61e-02   1.53e-02   5.95e-02            
11      2.10e-02   3.74e-02   5.25e-02   5.92e-02   6.31e-02   6.89e-02   6.98e-02   7.19e-02   7.15e-02   7.03e-02   5.44e-02   5.21e-02   5.20e-02   5.02e-02   4.71e-02   4.48e-02   4.01e-02   3.35e-02   2.55e-02   1.47e-02   6.91e-02            
12      2.13e-02   3.76e-02   5.16e-02   5.99e-02   6.57e-02   6.96e-02   7.09e-02   7.31e-02   7.16e-02   7.12e-02   5.40e-02   5.23e-02   5.04e-02   5.03e-02   4.77e-02   4.34e-02   3.86e-02   3.27e-02   2.40e-02   1.41e-02   5.92e-02            
13      2.04e-02   3.68e-02   4.96e-02   5.99e-02   6.56e-02   7.15e-02   7.29e-02   7.38e-02   7.50e-02   7.16e-02   5.54e-02   5.33e-02   5.19e-02   4.90e-02   4.68e-02   4.25e-02   3.79e-02   3.11e-02   2.22e-02   1.29e-02   8.79e-02            
14      2.10e-02   3.74e-02   5.15e-02   6.14e-02   6.67e-02   7.04e-02   7.28e-02   7.37e-02   7.44e-02   7.05e-02   5.48e-02   5.36e-02   5.16e-02   4.85e-02   4.60e-02   4.32e-02   3.73e-02   3.05e-02   2.14e-02   1.29e-02   3.95e-02            
15      2.19e-02   3.70e-02   5.26e-02   6.20e-02   6.70e-02   7.22e-02   7.39e-02   7.39e-02   7.36e-02   7.19e-02   5.55e-02   5.21e-02   5.17e-02   4.89e-02   4.53e-02   4.21e-02   3.60e-02   2.86e-02   2.14e-02   1.23e-02   6.22e-02            
16      2.12e-02   3.71e-02   4.94e-02   6.02e-02   6.87e-02   7.14e-02   7.38e-02   7.54e-02   7.58e-02   7.31e-02   5.68e-02   5.26e-02   5.25e-02   4.85e-02   4.59e-02   4.13e-02   3.47e-02   2.85e-02   2.05e-02   1.26e-02   6.21e-02            
17      2.07e-02   3.86e-02   5.09e-02   6.03e-02   6.95e-02   7.14e-02   7.50e-02   7.47e-02   7.68e-02   7.35e-02   5.48e-02   5.36e-02   5.18e-02   4.74e-02   4.54e-02   4.01e-02   3.43e-02   2.90e-02   2.04e-02   1.17e-02   7.13e-02            
18      2.11e-02   3.80e-02   5.18e-02   6.12e-02   6.90e-02   7.53e-02   7.79e-02   7.80e-02   7.84e-02   7.42e-02   5.68e-02   5.34e-02   5.13e-02   4.64e-02   4.34e-02   4.00e-02   3.19e-02   2.54e-02   1.74e-02   9.10e-03   2.24e-01            
19      2.15e-02   3.85e-02   5.09e-02   6.03e-02   7.00e-02   7.52e-02   7.66e-02   7.72e-02   7.79e-02   7.60e-02   5.60e-02   5.30e-02   5.04e-02   4.76e-02   4.40e-02   3.86e-02   3.39e-02   2.49e-02   1.77e-02   9.95e-03   9.34e-02            
20      2.03e-02   3.63e-02   5.03e-02   6.12e-02   7.19e-02   7.54e-02   7.64e-02   7.99e-02   7.94e-02   7.70e-02   5.82e-02   5.23e-02   5.08e-02   4.61e-02   4.38e-02   3.71e-02   3.20e-02   2.46e-02   1.69e-02   1.02e-02   5.82e-02            
21      2.17e-02   3.79e-02   5.15e-02   6.26e-02   6.99e-02   7.37e-02   7.68e-02   7.79e-02   7.81e-02   7.56e-02   5.54e-02   5.28e-02   5.13e-02   4.80e-02   4.38e-02   3.87e-02   3.19e-02   2.47e-02   1.75e-02   1.03e-02   6.59e-02            
22      2.18e-02   3.71e-02   5.16e-02   6.15e-02   7.04e-02   7.47e-02   7.95e-02   7.89e-02   8.01e-02   7.62e-02   5.55e-02   5.35e-02   5.08e-02   4.65e-02   4.24e-02   3.78e-02   3.14e-02   2.40e-02   1.70e-02   9.37e-03   9.29e-02            
23      2.14e-02   3.76e-02   5.09e-02   6.23e-02   7.09e-02   7.51e-02   7.81e-02   7.85e-02   7.89e-02   7.64e-02   5.72e-02   5.35e-02   5.05e-02   4.67e-02   4.20e-02   3.73e-02   3.16e-02   2.38e-02   1.76e-02   9.61e-03   3.10e-02            
24      2.13e-02   3.74e-02   5.17e-02   6.28e-02   7.20e-02   7.54e-02   7.77e-02   7.98e-02   8.12e-02   7.59e-02   5.80e-02   5.29e-02   5.04e-02   4.61e-02   4.12e-02   3.76e-02   2.99e-02   2.30e-02   1.65e-02   9.14e-03   5.87e-02            
25      2.21e-02   3.74e-02   5.20e-02   6.48e-02   7.10e-02   7.47e-02   7.96e-02   8.18e-02   8.03e-02   7.81e-02   5.63e-02   5.25e-02   4.86e-02   4.52e-02   4.19e-02   3.63e-02   2.92e-02   2.32e-02   1.61e-02   8.86e-03   3.71e-02            
26      2.13e-02   3.77e-02   5.22e-02   6.41e-02   7.29e-02   7.68e-02   8.10e-02   8.38e-02   8.24e-02   7.76e-02   5.86e-02   5.15e-02   4.76e-02   4.51e-02   4.10e-02   3.49e-02   2.79e-02   2.08e-02   1.53e-02   7.58e-03   1.44e-01            
27      2.13e-02   3.78e-02   5.08e-02   6.39e-02   7.15e-02   7.94e-02   8.20e-02   8.19e-02   8.08e-02   7.90e-02   5.72e-02   5.17e-02   4.82e-02   4.46e-02   4.07e-02   3.51e-02   2.83e-02   2.21e-02   1.50e-02   8.77e-03   1.57e-01            
28      2.07e-02   3.81e-02   5.14e-02   6.29e-02   7.24e-02   7.80e-02   8.02e-02   8.24e-02   8.01e-02   7.77e-02   5.86e-02   5.27e-02   4.94e-02   4.56e-02   4.01e-02   3.49e-02   2.83e-02   2.20e-02   1.55e-02   9.03e-03   3.06e-02            
29      2.20e-02   3.80e-02   5.36e-02   6.42e-02   7.31e-02   7.76e-02   8.00e-02   8.29e-02   8.18e-02   7.71e-02   5.69e-02   5.31e-02   4.88e-02   4.39e-02   4.04e-02   3.40e-02   2.77e-02   2.21e-02   1.46e-02   8.43e-03   6.64e-02            
30      2.00e-02   3.58e-02   4.95e-02   6.30e-02   7.23e-02   7.94e-02   8.23e-02   8.47e-02   8.42e-02   7.91e-02   5.68e-02   5.40e-02   4.90e-02   4.40e-02   3.95e-02   3.45e-02   2.80e-02   2.17e-02   1.44e-02   8.08e-03   9.31e-02            
31      2.14e-02   3.88e-02   5.08e-02   6.49e-02   7.25e-02   7.76e-02   8.08e-02   8.16e-02   8.04e-02   7.67e-02   5.67e-02   5.29e-02   5.01e-02   4.47e-02   4.04e-02   3.52e-02   2.85e-02   2.18e-02   1.56e-02   8.61e-03   8.49e-02            
32      2.06e-02   3.59e-02   5.12e-02   6.57e-02   7.40e-02   8.06e-02   8.43e-02   8.47e-02   8.29e-02   8.10e-02   5.84e-02   5.44e-02   4.79e-02   4.34e-02   3.93e-02   3.30e-02   2.52e-02   1.85e-02   1.26e-02   6.57e-03   2.37e-01            
33      2.06e-02   3.83e-02   5.34e-02   6.64e-02   7.53e-02   8.17e-02   8.24e-02   8.33e-02   8.23e-02   7.78e-02   5.77e-02   5.14e-02   4.77e-02   4.44e-02   3.85e-02   3.32e-02   2.55e-02   1.94e-02   1.32e-02   7.49e-03   1.40e-01            
34      2.13e-02   3.90e-02   5.21e-02   6.29e-02   7.34e-02   7.88e-02   8.40e-02   8.43e-02   8.24e-02   8.00e-02   5.78e-02   5.28e-02   4.90e-02   4.38e-02   3.82e-02   3.22e-02   2.56e-02   2.04e-02   1.41e-02   7.82e-03   6.66e-02            
35      2.19e-02   3.90e-02   5.26e-02   6.58e-02   7.38e-02   7.97e-02   8.36e-02   8.46e-02   8.39e-02   7.79e-02   5.85e-02   5.13e-02   4.94e-02   4.27e-02   3.72e-02   3.10e-02   2.58e-02   1.98e-02   1.40e-02   7.52e-03   4.54e-02            
