----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Normalized Fission Neutrons Density
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
cycle   bin 1      bin 2      bin 3      bin 4      bin 5      bin 6      bin 7      bin 8      bin 9      bin 10     bin 11     bin 12     bin 13     bin 14     bin 15     bin 16     bin 17     bin 18     bin 19     bin 20     max_rel_change 
36      1.87e-02   3.58e-02   4.91e-02   6.36e-02   7.15e-02   7.90e-02   8.41e-02   8.69e-02   8.68e-02   8.06e-02   5.90e-02   5.37e-02   4.86e-02   4.38e-02   3.82e-02   3.12e-02   2.69e-02   2.03e-02   1.47e-02   7.51e-03   1.46e-01            
37      2.01e-02   3.74e-02   5.13e-02   6.56e-02   7.40e-02   8.22e-02   8.40e-02   8.57e-02   8.00e-02   7.56e-02   5.63e-02   5.20e-02   4.85e-02   4.45e-02   3.81e-02   3.27e-02   2.72e-02   2.14e-02   1.52e-02   8.30e-03   1.05e-01            
38      2.07e-02   3.67e-02   5.22e-02   6.52e-02   7.79e-02   8.18e-02   8.81e-02   8.80e-02   8.37e-02   7.84e-02   5.85e-02   5.25e-02   4.89e-02   4.34e-02   3.72e-02   3.00e-02   2.28e-02   1.68e-02   1.12e-02   6.09e-03   2.68e-01            
39      2.27e-02   3.77e-02   5.42e-02   6.60e-02   7.36e-02   8.19e-02   8.44e-02   8.43e-02   8.40e-02   7.93e-02   5.83e-02   5.42e-02   4.86e-02   4.30e-02   3.69e-02   3.09e-02   2.44e-02   1.74e-02   1.19e-02   6.44e-03   9.76e-02            
40      2.18e-02   3.84e-02   5.40e-02   6.55e-02   7.69e-02   8.26e-02   8.58e-02   8.65e-02   8.43e-02   7.72e-02   5.79e-02   5.21e-02   4.70e-02   4.25e-02   3.62e-02   3.07e-02   2.39e-02   1.80e-02   1.19e-02   6.89e-03   6.99e-02            
41      2.12e-02   3.91e-02   5.24e-02   6.37e-02   7.36e-02   8.03e-02   8.49e-02   8.53e-02   8.48e-02   7.98e-02   5.89e-02   5.38e-02   4.86e-02   4.23e-02   3.67e-02   3.03e-02   2.55e-02   1.86e-02   1.35e-02   6.57e-03   1.35e-01            
42      2.17e-02   4.03e-02   5.52e-02   6.49e-02   7.56e-02   8.37e-02   8.70e-02   8.76e-02   8.85e-02   7.98e-02   6.06e-02   5.29e-02   4.59e-02   4.09e-02   3.39e-02   2.65e-02   2.19e-02   1.62e-02   1.07e-02   6.30e-03   2.08e-01            
43      1.94e-02   3.48e-02   4.91e-02   6.26e-02   7.23e-02   7.97e-02   8.61e-02   8.89e-02   8.99e-02   8.40e-02   6.26e-02   5.52e-02   4.91e-02   4.29e-02   3.55e-02   2.91e-02   2.35e-02   1.69e-02   1.12e-02   7.08e-03   1.37e-01            
44      2.02e-02   3.66e-02   5.20e-02   6.35e-02   7.61e-02   8.25e-02   8.92e-02   8.98e-02   8.77e-02   8.03e-02   5.71e-02   5.34e-02   4.72e-02   4.22e-02   3.50e-02   2.89e-02   2.35e-02   1.67e-02   1.17e-02   6.59e-03   8.84e-02            
45      2.15e-02   3.88e-02   5.41e-02   6.52e-02   7.60e-02   8.14e-02   8.50e-02   8.64e-02   8.30e-02   7.99e-02   5.86e-02   5.26e-02   4.88e-02   4.27e-02   3.67e-02   2.93e-02   2.38e-02   1.72e-02   1.17e-02   7.01e-03   6.44e-02            
46      2.02e-02   3.76e-02   5.32e-02   6.58e-02   7.61e-02   8.32e-02   8.82e-02   8.78e-02   8.57e-02   8.11e-02   5.83e-02   5.29e-02   4.92e-02   4.17e-02   3.60e-02   2.87e-02   2.13e-02   1.64e-02   1.07e-02   6.14e-03   1.24e-01            
47      2.09e-02   3.84e-02   5.34e-02   6.73e-02   7.52e-02   8.15e-02   8.86e-02   8.61e-02   8.64e-02   8.21e-02   5.77e-02   5.30e-02   4.83e-02   4.24e-02   3.50e-02   2.86e-02   2.18e-02   1.60e-02   1.11e-02   6.08e-03   4.03e-02            
48      2.15e-02   3.93e-02   5.57e-02   6.90e-02   7.62e-02   8.53e-02   8.68e-02   8.73e-02   8.61e-02   7.74e-02   5.61e-02   5.34e-02   4.55e-02   4.02e-02   3.43e-02   2.84e-02   2.24e-02   1.70e-02   1.18e-02   6.30e-03   6.40e-02            
49      2.15e-02   3.93e-02   5.39e-02   6.43e-02   7.38e-02   8.03e-02   8.52e-02   8.75e-02   8.33e-02   8.28e-02   5.89e-02   5.26e-02   4.73e-02   4.30e-02   3.61e-02   2.88e-02   2.39e-02   1.75e-02   1.33e-02   6.74e-03   1.28e-01            
50      2.29e-02   4.12e-02   5.62e-02   6.97e-02   7.68e-02   8.69e-02   8.95e-02   9.05e-02   8.99e-02   8.62e-02   6.09e-02   5.40e-02   4.58e-02   3.76e-02   3.11e-02   2.34e-02   1.58e-02   1.11e-02   7.11e-03   3.50e-03   4.81e-01            
51      2.17e-02   3.90e-02   5.28e-02   6.72e-02   7.44e-02   8.33e-02   8.98e-02   9.09e-02   8.86e-02   8.61e-02   6.29e-02   5.54e-02   4.71e-02   4.08e-02   3.23e-02   2.44e-02   1.81e-02   1.26e-02   8.54e-03   3.98e-03   2.01e-01            
52      2.01e-02   3.59e-02   5.15e-02   6.54e-02   7.48e-02   8.41e-02   8.86e-02   9.23e-02   9.13e-02   8.72e-02   6.13e-02   5.53e-02   4.77e-02   3.99e-02   3.32e-02   2.54e-02   1.87e-02   1.38e-02   8.87e-03   4.54e-03   1.41e-01            
53      2.10e-02   3.82e-02   5.23e-02   6.35e-02   7.71e-02   8.64e-02   8.98e-02   9.24e-02   9.10e-02   8.30e-02   5.81e-02   5.27e-02   4.62e-02   4.11e-02   3.27e-02   2.60e-02   1.93e-02   1.44e-02   9.74e-03   4.89e-03   9.81e-02            
54      2.26e-02   3.78e-02   5.38e-02   6.67e-02   7.75e-02   8.53e-02   8.97e-02   8.89e-02   8.40e-02   8.13e-02   5.92e-02   5.38e-02   4.69e-02   4.10e-02   3.36e-02   2.78e-02   2.00e-02   1.48e-02   1.02e-02   5.17e-03   7.67e-02            
55      2.04e-02   3.77e-02   5.42e-02   6.67e-02   8.05e-02   8.54e-02   9.17e-02   9.13e-02   8.78e-02   8.34e-02   5.90e-02   5.43e-02   4.58e-02   3.94e-02   3.21e-02   2.63e-02   1.84e-02   1.27e-02   8.44e-03   4.57e-03   1.76e-01            
56      2.14e-02   3.98e-02   5.58e-02   6.74e-02   7.73e-02   8.29e-02   8.89e-02   8.91e-02   8.78e-02   8.30e-02   5.77e-02   5.29e-02   4.68e-02   4.09e-02   3.32e-02   2.69e-02   1.93e-02   1.45e-02   9.23e-03   5.06e-03   1.35e-01            
57      2.33e-02   4.03e-02   5.59e-02   6.95e-02   7.59e-02   8.18e-02   8.52e-02   8.61e-02   8.43e-02   8.09e-02   5.85e-02   5.37e-02   4.80e-02   4.10e-02   3.59e-02   2.84e-02   2.07e-02   1.50e-02   1.01e-02   5.41e-03   9.53e-02            
58      2.13e-02   3.94e-02   5.62e-02   6.87e-02   7.85e-02   8.33e-02   8.67e-02   8.99e-02   8.71e-02   8.30e-02   5.94e-02   5.31e-02   4.69e-02   3.93e-02   3.29e-02   2.68e-02   1.96e-02   1.36e-02   9.47e-03   5.00e-03   9.31e-02            
59      2.24e-02   3.92e-02   5.65e-02   6.83e-02   7.73e-02   8.44e-02   8.68e-02   9.03e-02   8.63e-02   8.17e-02   5.82e-02   5.36e-02   4.59e-02   3.89e-02   3.37e-02   2.70e-02   1.96e-02   1.45e-02   9.75e-03   5.64e-03   1.28e-01            
60      2.31e-02   4.03e-02   5.73e-02   6.85e-02   7.95e-02   8.71e-02   9.00e-02   9.13e-02   9.01e-02   8.21e-02   5.89e-02   5.38e-02   4.47e-02   3.68e-02   3.08e-02   2.21e-02   1.82e-02   1.23e-02   8.59e-03   4.49e-03   2.04e-01            
61      2.23e-02   3.92e-02   5.29e-02   6.70e-02   7.59e-02   8.52e-02   9.04e-02   9.42e-02   9.06e-02   8.45e-02   5.94e-02   5.33e-02   4.64e-02   3.74e-02   3.20e-02   2.33e-02   1.86e-02   1.36e-02   9.08e-03   4.74e-03   1.10e-01            
62      2.07e-02   3.72e-02   5.29e-02   6.51e-02   7.62e-02   8.58e-02   9.00e-02   9.47e-02   9.26e-02   8.47e-02   6.10e-02   5.33e-02   4.53e-02   3.91e-02   3.11e-02   2.47e-02   1.86e-02   1.35e-02   8.85e-03   4.56e-03   7.19e-02            
63      2.08e-02   3.84e-02   5.48e-02   6.58e-02   7.73e-02   8.68e-02   9.10e-02   9.31e-02   9.17e-02   8.45e-02   5.87e-02   5.26e-02   4.48e-02   3.72e-02   3.14e-02   2.50e-02   1.82e-02   1.33e-02   9.54e-03   5.12e-03   1.23e-01            
64      2.27e-02   3.86e-02   5.45e-02   6.64e-02   7.74e-02   8.31e-02   8.97e-02   9.04e-02   8.70e-02   8.38e-02   5.92e-02   5.38e-02   4.50e-02   3.91e-02   3.33e-02   2.60e-02   1.97e-02   1.54e-02   9.52e-03   5.23e-03   1.56e-01            
65      2.22e-02   3.88e-02   5.64e-02   6.74e-02   8.15e-02   8.83e-02   9.09e-02   9.38e-02   9.11e-02   8.44e-02   6.03e-02   5.35e-02   4.60e-02   3.77e-02   2.94e-02   2.30e-02   1.52e-02   1.07e-02   6.11e-03   3.22e-03   3.84e-01            
66      2.21e-02   3.90e-02   5.53e-02   7.04e-02   8.29e-02   8.81e-02   9.28e-02   9.21e-02   8.90e-02   8.19e-02   5.66e-02   5.22e-02   4.59e-02   3.80e-02   3.12e-02   2.37e-02   1.65e-02   1.15e-02   7.09e-03   3.86e-03   1.99e-01            
67      2.10e-02   3.98e-02   5.58e-02   6.85e-02   7.83e-02   8.80e-02   9.20e-02   9.23e-02   9.09e-02   8.32e-02   5.83e-02   5.11e-02   4.65e-02   3.85e-02   3.01e-02   2.44e-02   1.76e-02   1.23e-02   7.24e-03   4.11e-03   6.86e-02            
68      2.26e-02   4.19e-02   5.73e-02   7.07e-02   7.86e-02   8.49e-02   8.58e-02   8.75e-02   8.71e-02   8.17e-02   5.89e-02   5.18e-02   4.81e-02   4.04e-02   3.16e-02   2.52e-02   1.92e-02   1.34e-02   9.02e-03   4.42e-03   2.46e-01            
69      2.32e-02   4.36e-02   5.92e-02   7.50e-02   8.17e-02   8.90e-02   9.05e-02   9.34e-02   8.95e-02   8.51e-02   6.03e-02   5.18e-02   4.26e-02   3.42e-02   2.72e-02   2.09e-02   1.44e-02   9.63e-03   5.48e-03   3.27e-03   3.92e-01            
70      2.25e-02   4.12e-02   5.67e-02   7.09e-02   7.82e-02   8.32e-02   8.82e-02   9.02e-02   8.72e-02   8.78e-02   6.35e-02   5.60e-02   4.51e-02   3.74e-02   2.99e-02   2.35e-02   1.61e-02   1.18e-02   6.95e-03   3.62e-03   2.68e-01            
71      2.43e-02   4.27e-02   6.00e-02   7.29e-02   8.46e-02   9.07e-02   9.60e-02   9.76e-02   9.30e-02   8.99e-02   6.35e-02   5.32e-02   4.35e-02   3.24e-02   2.23e-02   1.50e-02   9.22e-03   5.04e-03   2.89e-03   1.21e-03   6.66e-01            
72      2.51e-02   4.39e-02   5.84e-02   7.15e-02   8.10e-02   8.85e-02   9.23e-02   9.43e-02   9.11e-02   8.67e-02   6.13e-02   5.56e-02   4.61e-02   3.63e-02   2.55e-02   1.78e-02   1.16e-02   6.73e-03   4.31e-03   2.00e-03   6.53e-01            
73      2.37e-02   4.20e-02   5.65e-02   7.03e-02   8.06e-02   8.98e-02   9.30e-02   9.45e-02   9.23e-02   8.78e-02   6.14e-02   5.27e-02   4.56e-02   3.52e-02   2.62e-02   1.94e-02   1.33e-02   8.51e-03   4.58e-03   2.54e-03   2.70e-01            
74      2.01e-02   3.68e-02   5.19e-02   6.61e-02   8.00e-02   8.72e-02   9.32e-02   9.57e-02   9.55e-02   8.99e-02   6.39e-02   5.49e-02   4.63e-02   3.73e-02   2.75e-02   2.03e-02   1.42e-02   1.01e-02   5.73e-03   3.32e-03   3.07e-01            
75      2.09e-02   3.90e-02   5.47e-02   6.89e-02   8.22e-02   9.08e-02   9.83e-02   9.69e-02   9.17e-02   8.22e-02   5.75e-02   5.04e-02   4.30e-02   3.62e-02   2.82e-02   2.11e-02   1.61e-02   1.16e-02   6.61e-03   3.64e-03   1.54e-01            
76      1.93e-02   3.51e-02   5.08e-02   6.59e-02   7.91e-02   8.71e-02   9.37e-02   9.64e-02   9.22e-02   8.75e-02   5.99e-02   5.39e-02   4.55e-02   3.77e-02   3.00e-02   2.37e-02   1.76e-02   1.25e-02   7.78e-03   4.23e-03   1.77e-01            
77      1.94e-02   3.68e-02   5.26e-02   6.91e-02   7.94e-02   8.67e-02   9.49e-02   9.42e-02   9.19e-02   8.53e-02   5.97e-02   5.44e-02   4.52e-02   3.76e-02   3.09e-02   2.32e-02   1.67e-02   1.11e-02   7.18e-03   3.99e-03   1.10e-01            
78      2.05e-02   3.79e-02   5.35e-02   6.91e-02   8.18e-02   8.86e-02   9.27e-02   9.53e-02   9.18e-02   8.46e-02   6.07e-02   5.14e-02   4.55e-02   3.69e-02   2.94e-02   2.24e-02   1.59e-02   1.12e-02   6.88e-03   3.85e-03   5.56e-02            
79      2.23e-02   3.95e-02   5.52e-02   7.02e-02   8.27e-02   8.99e-02   9.32e-02   8.82e-02   8.74e-02   8.25e-02   5.82e-02   5.14e-02   4.54e-02   3.82e-02   3.00e-02   2.41e-02   1.75e-02   1.19e-02   8.06e-03   4.12e-03   1.72e-01            
80      2.16e-02   3.98e-02   5.61e-02   7.05e-02   8.07e-02   8.94e-02   9.26e-02   9.15e-02   8.89e-02   8.51e-02   5.85e-02   5.16e-02   4.46e-02   3.74e-02   3.00e-02   2.35e-02   1.65e-02   1.14e-02   6.54e-03   3.77e-03   1.89e-01            
81      2.29e-02   3.98e-02   5.92e-02   7.16e-02   8.23e-02   8.64e-02   8.72e-02   9.11e-02   8.70e-02   8.12e-02   5.72e-02   5.16e-02   4.67e-02   3.77e-02   3.13e-02   2.45e-02   1.80e-02   1.24e-02   7.62e-03   4.23e-03   1.65e-01            
82      2.41e-02   4.25e-02   6.18e-02   7.48e-02   8.54e-02   9.11e-02   9.31e-02   9.40e-02   8.98e-02   8.47e-02   5.91e-02   5.08e-02   4.11e-02   3.22e-02   2.31e-02   1.94e-02   1.40e-02   9.46e-03   6.20e-03   3.23e-03   2.65e-01            
83      2.20e-02   3.93e-02   5.63e-02   7.27e-02   7.99e-02   8.52e-02   9.00e-02   9.27e-02   9.35e-02   8.75e-02   6.33e-02   5.43e-02   4.40e-02   3.50e-02   2.65e-02   2.10e-02   1.60e-02   1.04e-02   6.81e-03   3.82e-03   1.83e-01            
84      2.35e-02   4.16e-02   5.88e-02   7.31e-02   8.53e-02   8.93e-02   9.57e-02   9.74e-02   9.85e-02   9.07e-02   6.30e-02   5.23e-02   4.25e-02   3.18e-02   2.19e-02   1.53e-02   9.18e-03   5.31e-03   3.28e-03   1.58e-03   5.86e-01            
85      2.41e-02   4.26e-02   5.98e-02   7.35e-02   8.40e-02   9.13e-02   9.64e-02   9.68e-02   9.32e-02   8.81e-02   6.07e-02   5.13e-02   4.25e-02   3.14e-02   2.44e-02   1.67e-02   1.09e-02   6.49e-03   3.83e-03   2.02e-03   2.78e-01            
86      2.48e-02   4.18e-02   6.07e-02   7.28e-02   8.32e-02   9.09e-02   9.21e-02   9.58e-02   9.35e-02   8.66e-02   6.00e-02   5.12e-02   4.34e-02   3.25e-02   2.54e-02   1.89e-02   1.24e-02   7.28e-03   4.36e-03   2.48e-03   2.28e-01            
87      2.36e-02   4.25e-02   5.77e-02   6.98e-02   8.30e-02   8.98e-02   9.37e-02   9.86e-02   9.23e-02   8.67e-02   6.05e-02   5.23e-02   4.33e-02   3.37e-02   2.63e-02   1.86e-02   1.29e-02   7.66e-03   4.48e-03   2.32e-03   6.45e-02            
88      2.01e-02   3.66e-02   5.22e-02   6.76e-02   8.17e-02   9.12e-02   9.74e-02   9.87e-02   9.39e-02   8.75e-02   6.13e-02   5.37e-02   4.56e-02   3.48e-02   2.70e-02   1.96e-02   1.44e-02   8.60e-03   5.30e-03   2.96e-03   2.76e-01            
89      2.10e-02   3.79e-02   5.49e-02   6.98e-02   8.36e-02   9.36e-02   9.90e-02   9.93e-02   9.26e-02   8.56e-02   5.72e-02   4.74e-02   4.17e-02   3.38e-02   2.75e-02   2.06e-02   1.53e-02   1.00e-02   6.01e-03   3.18e-03   1.64e-01            
